,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
78,78,0.7904429212497672,2025-01-05 07:39:05.106009,2025-01-05 07:39:20.541782,0 days 00:00:15.435773,2,6,2.0,,,,,,,,,,,,,,,,,,,60,25.0,,,,,,,,,,,,,,,,,,,COMPLETE
79,79,0.8335553278688524,2025-01-05 07:39:20.542172,2025-01-05 07:39:31.769291,0 days 00:00:11.227119,1,10,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,COMPLETE
80,80,0.4621571630778909,2025-01-05 07:39:31.769824,2025-01-05 07:40:07.912402,0 days 00:00:36.142578,4,10,12.0,,,,,,,,,,,4.0,11.0,,,,,,,35,45.0,,,,,,,,,,,25.0,35.0,,,,,,,COMPLETE
81,81,0.8282105733765508,2025-01-05 07:40:07.912829,2025-01-05 07:40:18.938703,0 days 00:00:11.025874,1,11,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
82,82,0.8593238822246456,2025-01-05 07:40:18.939037,2025-01-05 07:40:28.981294,0 days 00:00:10.042257,1,11,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
83,83,0.7627957341800549,2025-01-05 07:40:28.981807,2025-01-05 07:40:39.928288,0 days 00:00:10.946481,1,11,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
84,84,0.8011268626062094,2025-01-05 07:40:39.928641,2025-01-05 07:40:53.977108,0 days 00:00:14.048467,1,12,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,COMPLETE
85,85,0.7924111377217111,2025-01-05 07:40:53.977447,2025-01-05 07:41:09.804505,0 days 00:00:15.827058,2,11,8.0,,,,,,,,,,,,,,,,,,,35,10.0,,,,,,,,,,,,,,,,,,,COMPLETE
86,86,0.520595191170674,2025-01-05 07:41:09.804897,2025-01-05 07:42:08.383685,0 days 00:00:58.578788,3,13,14.0,,,,,,,,,,,12.0,,,,,,,,30,60.0,,,,,,,,,,,60.0,,,,,,,,COMPLETE
87,87,0.7964336917562724,2025-01-05 07:42:08.384301,2025-01-05 07:42:21.027045,0 days 00:00:12.642744,2,12,7.0,,,,,,,,,,,,,,,,,,,25,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
88,88,0.0,2025-01-05 07:42:21.027456,2025-01-05 07:44:29.486616,0 days 00:02:08.459160,19,10,10.0,7.0,11.0,12.0,11.0,4.0,8.0,9.0,15.0,8.0,,8.0,2.0,11.0,4.0,6.0,3.0,4.0,15.0,35,50.0,50.0,60.0,20.0,50.0,5.0,35.0,5.0,10.0,5.0,,5.0,50.0,40.0,55.0,10.0,15.0,15.0,15.0,COMPLETE
